Descending order of local infl score,user@mention,Rank
22.5,lynieg88,117
22.0,Dbacks,118
22.0,Detroit_te,119
21.5,mike_mcguigan,120
21.0,NCAA,121
21.0,absent_gravity,122
21.0,DRossingh,123
21.0,CowbellsForever,124
21.0,kevinmarcoux9,125
21.0,IMlSSMYSPACE,126
21.0,JuiceBeHoopin,127
20.0,lindseyyok,128
20.0,WSJ,129
20.0,appstatesports,130
20.0,AndyReidXI,131
20.0,skoobiman,132
19.0,srod009,133
19.0,aerincreer,134
19.0,XHSports,135
19.0,andy_mocahbee,136
19.0,JaredDudley619,137
19.0,deswhitaker,138
18.2,Raymond_Norman,139
18.0,RLynxes,140
18.0,018jasmin,141
18.0,jswilliams1962,142
18.0,BOOKPRlNCESS,143
18.0,lexialvarado20,144
17.5,NBCSports,145
17.0,Sooners247,146
17.0,HitmanHolla,147
17.0,kaitlynyanish,148
17.0,lolpython,149
17.0,SportingKC,150
17.0,Satuurn_,151
17.0,Surfrider,152
17.0,outmagazine,153
16.0,Samuel_Rosales_,154
16.0,Clyon300,155
16.0,prettyyngshawna,156
16.0,PaulGlazier,157
16.0,Macdongov,158
16.0,WooPigHogFan,159
16.0,swirps,160
16.0,Chaantellie,161
16.0,EnquirerShelby,162
15.833333333333334,BelievePHQ,163
15.5,TDavenport_NFL,164
15.0,angryobrien3,165
15.0,MilzJustice,166
15.0,Dancing_Mal,167
15.0,rachaeljian,168
15.0,IrishBlaineF1,169
15.0,FitnessMagazine,170
15.0,AndreGwilliam,171
15.0,HighSchoolOT,172
15.0,janecampbeII,173
15.0,LeBronGOATMode,174
15.0,aquarih03,175
14.0,SBNation,176
14.0,DanaC_,177
14.0,BLOODOATHR,178
14.0,PJMedia_com,179
14.0,ajarunstrack,180
14.0,BarstoolChief,181
14.0,LexLanez,182
14.0,kylesockwell,183
13.5,TheMcBang,184
13.0,aniisaahmed_,185
13.0,nwdabsports,186
13.0,ankeny_jaguars,187
13.0,fun88eng,188
13.0,tysonmac5,189
13.0,Tulpa18,190
13.0,KaelyMcKinney,191
13.0,madamenamio,192
13.0,jennyxmoreau,193
13.0,Aallison_TN,194
13.0,SausedaBreanna,195
12.5,BrazilEdition,196
12.5,Mike_Buda,197
12.333333333333334,MinYouthSports,198
12.0,torimillss,199
12.0,acelineplaze,200
12.0,KeelyHayden04,201
12.0,harrybop,202
12.0,UTEPSoftball,203
12.0,JonathanWill_,204
12.0,TruUKFan,205
12.0,tresatudrick,206
12.0,goldenknightgfx,207
12.0,TomiOlava,208
12.0,premrugby,209
12.0,nolimitsmar,210
12.0,headhunter_kamg,211
12.0,CoachMWalker,212
12.0,dinareyes_0304,213
12.0,knights_ohs,214
12.0,KenCarman,215
12.0,pustiney,216
11.0,joseeee73,217
11.0,dannacantu_3,218
11.0,rustyshelf,219
11.0,beyondreasdoubt,220
11.0,aligatorita,221
11.0,jose_linares97,222
11.0,octahedr0n,223
11.0,L_makovora,224
11.0,adajonuse,225
11.0,Lefty_Leif,226
11.0,CharterTV3Sport,227
11.0,MessiMastrcIass,228
11.0,Ballforlfye,229
11.0,NickPoynter25,230
11.0,jjoyyyj,231
11.0,playbykay,232
11.0,DMRegister,233
11.0,TRL,234
11.0,_icecooooold,235
11.0,PsyQo_Kolby,236
11.0,JDunnah,237
11.0,ItsBambzzBruh,238
11.0,emuhh_leee,239
11.0,Iona_Marvel,240
11.0,TerraceLife_,241
11.0,ethan11kovach,242
10.666666666666666,HandofEmery,243
10.0,NickMeidanis,244
10.0,TSN_Sports,245
10.0,GreyTheTick,246
10.0,WoodhavenHigh,247
10.0,abbyfryxell,248
10.0,mmoosa16,249
10.0,gio10_99,250
10.0,Jon_Anik,251
10.0,Rad_Wizards_Fan,252
10.0,_kchambers_,253
10.0,EwuraAbena18,254
10.0,jacob_morin_,255
10.0,scottbails13,256
10.0,batigersports,257
10.0,josh_salisbury,258
10.0,samesfandiari,259
10.0,T_RackzSa,260
10.0,lexi_freeman22,261
10.0,IsaiahEnglish13,262
9.666666666666666,ForzaCorrado,263
9.5,l_Love_Sports,264
9.333333333333334,16th_Sports,265
9.0,packbrewfan1,266
9.0,WVMetroNews,267
9.0,Vicenteuribe10,268
9.0,onlyasianle,269
9.0,eric_agu1rre2,270
9.0,marissadelcas,271
9.0,notanothermombg,272
9.0,CCMachine,273
9.0,21Fxg,274
9.0,BurmyGolf,275
9.0,PWMania,276
9.0,Los_999,277
9.0,steffartnieee,278
9.0,mizabitha,279
9.0,OzarksOzone,280
9.0,maritzaladiosa,281
9.0,NorthumMam,282
9.0,RAGBRAI_Andrea,283
9.0,davidfolse,284
9.0,pupazzaro,285
9.0,MassAGO,286
9.0,naudiarenee,287
9.0,sugaplum643,288
9.0,jazzy3463,289
9.0,bennecker23,290
9.0,teresaagarzaa,291
9.0,drinkingbeerman,292
9.0,tappetgap,293
9.0,sjuggs15,294
8.5,patrickclayTV,295
8.5,TwitterMoments,296
8.142857142857142,_FedeNerazzurra,297
8.0,AltonCricket,298
8.0,Oledobrasil,299
8.0,annaa_michele,300
8.0,andreas_racz,301
8.0,play_on_verbs,302
8.0,MaciCire,303
8.0,Maine093,304
8.0,LT__10,305
8.0,kaiadrsmi,306
8.0,recordsANDradio,307
8.0,glenn_shough,308
8.0,GTMBB,309
8.0,Sport_Witness,310
8.0,StrattonZoe,311
8.0,PBSLrnMedia,312
8.0,charlie_savage,313
8.0,marcoknoot,314
8.0,joelsensenig,315
8.0,NBCOUT,316
8.0,AliFitz15,317
8.0,SwissSportsMed,318
8.0,s_amir10,319
8.0,Jereh023,320
8.0,colin_11_May,321
8.0,Big_Glant24,322
8.0,empressxhoshi,323
8.0,ADMegs_10,324
8.0,Jermxin_,325
8.0,HPbasketball,326
8.0,MashableDeals,327
8.0,jamdugg,328
8.0,chasellane,329
8.0,cjbaseball6,330
8.0,GreggColli,331
7.5,outsidemagazine,332
7.333333333333333,geoffschwartz,333
7.0,emmaaraphael,334
7.0,_N00dIes_,335
7.0,mwindex,336
7.0,ValenciaCCT,337
7.0,VizorSportsSC,338
7.0,MarkoftheGODS,339
7.0,will_watson,340
7.0,theScore,341
7.0,0gwrestler,342
7.0,GameTimePA_SC,343
7.0,BrevardIsaiah,344
7.0,PurpleRow,345
7.0,jjcoop36,346
7.0,FrontFootBoxing,347
7.0,temss_,348
7.0,TrueGodImmortal,349
7.0,DervalORourke,350
7.0,SiavoushF,351
7.0,Intimidators,352
7.0,Bpete5517,353
7.0,WWarped,354
7.0,syzygyksy,355
7.0,ItsAdoS,356
7.0,cagesideseats,357
7.0,GhaffarDawnNews,358
7.0,PSNKsports,359
7.0,GoldCoastINTER,360
7.0,aileenbianey,361
7.0,gleds13,362
7.0,SirActionSlacks,363
7.0,LH44updates,364
7.0,RTFPodcast,365
7.0,AliTheAnsari,366
7.0,taylahpham,367
7.0,columcronin,368
7.0,blubeetle3,369
7.0,jbarriga99,370
7.0,Shedon30,371
7.0,iam_Nicolson,372
7.0,CatchItKansas,373
7.0,RiggsBarstool,374
7.0,mollybreanne,375
7.0,SoilaOrlowski,376
7.0,RocktopCoach,377
7.0,jamarsavon,378
7.0,parsonsandrew,379
7.0,Alf954,380
7.0,Michelle_McEC,381
7.0,DTplaylist,382
7.0,Justice_Sports,383
7.0,jay_perry,384
7.0,EastongirlsL,385
7.0,Meshach_Show,386
7.0,Mr_br1ghtside90,387
7.0,dalecheesman4,388
7.0,KP8Design,389
7.0,Danilo_LT,390
7.0,Shas_O_Udas,391
7.0,el_iot,392
7.0,mgalvin007,393
7.0,godsgirl8494,394
7.0,Jome20,395
7.0,Tadala_Kadula,396
6.745454545454545,SportsDrives,397
6.666666666666667,njdotcom,398
6.5,unorthobox,399
6.333333333333333,Ticats,400
6.0,JaylenOverMJ,401
6.0,UnkSilkk,402
6.0,RHopkins1411,403
6.0,NostraThomasHN,404
6.0,patsbetter,405
6.0,KeyshawnEvans1,406
6.0,mattyoung101,407
6.0,TheYoDude,408
6.0,GopherWHockey,409
6.0,TUClubSoftball,410
6.0,lilkieee,411
6.0,Tobz__,412
6.0,BradMcElhinny,413
6.0,NyleEllis_,414
6.0,Diane_7A,415
6.0,RickTrae,416
6.0,qhhs_baseball,417
6.0,natbkidd_,418
6.0,Cold3st_Gorilla,419
6.0,VarsityMedia,420
6.0,YahooFinance,421
6.0,OwensExpress,422
6.0,CarterICSHC,423
6.0,lamontinii,424
6.0,ChrisEgan5,425
6.0,soccergabs_,426
6.0,SteveTwerksalot,427
6.0,tamarheart15,428
6.0,kitttybabyy,429
6.0,jtownJammers,430
6.0,courierthescore,431
6.0,steigmannally,432
6.0,ESPNLosAngeles,433
6.0,tooo_freeshh,434
6.0,ikutoisahobo,435
6.0,jojomelzer,436
6.0,WeraKuri,437
6.0,marshymerrill16,438
6.0,JuniorAdanacs,439
6.0,kirbymadyson_,440
6.0,JeffCoxWGXA,441
6.0,galtzz,442
6.0,bh57era,443
6.0,SimplyMe_IWU,444
6.0,hockey_boi,445
6.0,HubmenHoops,446
6.0,nanieee96,447
6.0,DalyGalloway,448
6.0,belwonderland,449
6.0,Jason15Robinson,450
6.0,jerikaslane,451
6.0,SpecificNY,452
6.0,ryguyblake,453
6.0,BVAFootball,454
6.0,Loh_rider,455
6.0,misstrace7,456
6.0,borjesson4,457
6.0,thei8en4_lance,458
6.0,HaileyburyFC,459
6.0,thegamblingnews,460
6.0,ahcraaaap,461
6.0,RatKing,462
6.0,TylerUde4,463
6.0,Jon_G_Olson,464
6.0,saglammehmetali,465
6.0,coreygivesbucks,466
6.0,TheFunnycator,467
6.0,its_shaokhan,468
6.0,2sheenz,469
6.0,whsfockey,470
6.0,NickJBuckley,471
6.0,Annie2859,472
6.0,MelissaHoneyEsc,473
6.0,GraysenMeyers,474
6.0,Rhys_ONeill_,475
6.0,VictoriaPeckham,476
6.0,KickButt33,477
5.666666666666667,ChicagoSports,478
5.5,Lebhino6,479
5.5,MarkAKunz,480
5.0,WesternMelbGrp,481
5.0,scratchingshed2,482
5.0,MGiles_Jr,483
5.0,TLuke06,484
5.0,wowsamwhy,485
5.0,KechingUpToYou,486
5.0,chrisgreyyyy,487
5.0,leiahlonglegs,488
5.0,GlitteredInPink,489
5.0,jesus_jimz,490
5.0,allie_beberniss,491
5.0,reynamiagalvan,492
5.0,brandometry,493
5.0,robsaraider73,494
5.0,cd1mages,495
5.0,cknoblock17,496
5.0,ChiefHuncho__,497
5.0,austin360,498
5.0,dcurlyy,499
5.0,_jalmond11,500
5.0,treycambere,501
5.0,carlchery,502
5.0,97InThe5th,503
5.0,ramirezrene6,504
5.0,txrattlers,505
5.0,Fettes_Sport,506
5.0,NerdPyle,507
5.0,KCCAthletics,508
5.0,hchisum,509
5.0,USChamber,510
5.0,woaaah_aleeexis,511
5.0,NeoDeJenero,512
5.0,HayleyJanePeace,513
5.0,itsMuertos,514
5.0,ShoreSportsNet,515
5.0,Avillajon371,516
5.0,StirUniNews,517
5.0,indyhsscores,518
5.0,GbbBattle,519
5.0,TSadler21,520
5.0,Alphazavala,521
5.0,Patharveynews,522
5.0,Lordedarkskin,523
5.0,ozan_rahil,524
5.0,Arrinotsogrande,525
5.0,OfficialPDickov,526
5.0,HerndonLive,527
5.0,myringsidenews,528
5.0,Rivermi49453513,529
5.0,DavePalermo4,530
5.0,khal2m_ukay,531
5.0,cody_ross18,532
5.0,JMander10,533
5.0,GPOnyx,534
5.0,e2youngenginee1,535
5.0,martin_moorman,536
5.0,onpnwtime,537
5.0,NBCSCeltics,538
5.0,MauriEsq,539
5.0,alciGH1S,540
5.0,blakesebring,541
5.0,TheSuzieHunter,542
5.0,camps_ls,543
5.0,katmcd333,544
5.0,Teresting,545
5.0,Bmac0507,546
5.0,alexaphilippou,547
5.0,khunter10,548
5.0,haidenkreber,549
5.0,callum_ilott,550
5.0,williamsonlmes,551
5.0,zaharalightyear,552
5.0,TheBurbsOFC,553
5.0,KWCH12,554
5.0,CGinLA,555
5.0,FlippinKatie,556
5.0,jerryxfeng,557
5.0,briansadler991,558
5.0,life_as_autumnn,559
5.0,succubus789,560
5.0,KyWalker10,561
5.0,amolayag,562
5.0,Misslamide,563
5.0,bekah_green22,564
5.0,caysi_dilla,565
5.0,SD_Sports19,566
5.0,nataya_wade,567
5.0,TheMiamiFC,568
5.0,Omnico_SA,569
5.0,PositiveWithMS,570
5.0,SH_MediaStudies,571
5.0,AlleynCourtPE,572
5.0,Zdane99,573
5.0,reyespedro105,574
5.0,dcprice71,575
5.0,evidentlyevelin,576
5.0,carvs81,577
5.0,Lauren_Neer15,578
5.0,LMACK301,579
5.0,savegetables,580
5.0,accent_tennis,581
5.0,seyijenkins,582
5.0,osmeldinero,583
5.0,Umzwandile1,584
5.0,smgbourgeois,585
5.0,Samantha__Stake,586
5.0,ashleyg_htx,587
5.0,JonDziadyk,588
5.0,garymasonglobe,589
5.0,tainteddemo1,590
5.0,romcomhes,591
5.0,CelticOffaly,592
5.0,TheAthleticBOS,593
5.0,_ivajay,594
5.0,Ossieone,595
5.0,TimCaseyPhoto,596
5.0,InsideDisney407,597
5.0,tony99suarez,598
5.0,Oscar_molina7,599
5.0,AthleteCentered,600
5.0,FifaGawd,601
5.0,Babygiwa,602
5.0,SaintDarrell,603
5.0,cclonghorn,604
5.0,PrincipalSCHS,605
4.666666666666667,africasacountry,606
4.5,timesscores,607
4.5,MLive,608
4.5,AlWillmanSports,609
4.5,pjstarsports,610
4.2,sqwales,611
4.0,KevLimbombe,612
4.0,Inc,613
4.0,aiden_charest,614
4.0,rowland290,615
4.0,IanCheeseman,616
4.0,Will_Rucker3_AD,617
4.0,VCCOhioWarriors,618
4.0,wustinn,619
4.0,andreinagina_,620
4.0,doyouju,621
4.0,philthy295,622
4.0,OhSullyVan,623
4.0,mel_ba13,624
4.0,boda_lanre,625
4.0,teddyArrives,626
4.0,armadillorollup,627
4.0,rickymolina21_,628
4.0,BFHSBSIL,629
4.0,Duchenne_Duo,630
4.0,sujihours,631
4.0,FubaBasketball,632
4.0,bwallace2118,633
4.0,Hype_Sports_M,634
4.0,justin_peters11,635
4.0,nickmaraldo,636
4.0,WesCleveland5,637
4.0,HorseGirlAmy,638
4.0,Phil_JKD,639
4.0,RugbyKingston,640
4.0,nanoescaliente,641
4.0,ElliotHackney,642
4.0,malgharaballi,643
4.0,Steffle93,644
4.0,KKardash_2022,645
4.0,Kaylhaaa,646
4.0,ewjjr1,647
4.0,awesomelocks,648
4.0,SunSport,649
4.0,SimonGerathy,650
4.0,jonathanchait,651
4.0,midviewcoach,652
4.0,NRockathletics,653
4.0,JSullivanSCSD,654
4.0,IanMcDougall1,655
4.0,jxlani,656
4.0,WandSchoolGames,657
4.0,RealMattCarey,658
4.0,SwarajyaMag,659
4.0,ActiveAlberta,660
4.0,thippy69,661
4.0,_DiskaCorey,662
4.0,Soni42,663
4.0,CanonSladePE,664
4.0,WLUGenerals,665
4.0,dennisdoddcbs,666
4.0,bjcolangelo,667
4.0,RutherfordCo,668
4.0,L4PatNadeau,669
4.0,smac_dat_,670
4.0,edgar__44,671
4.0,jsavite,672
4.0,STE_XCI,673
4.0,Tennis_Now,674
4.0,SenorThatch,675
4.0,Dkidsy3,676
4.0,AP_NFL,677
4.0,LukeUnitedd,678
4.0,ZionFrazier,679
4.0,MLB,680
4.0,25yayay25,681
4.0,_rmjnr,682
4.0,GAASportScience,683
4.0,KwantelRaines,684
4.0,TheElwins,685
4.0,madzchristopher,686
4.0,mlbtraderumors,687
4.0,OurSquadCymru,688
4.0,Area27VA,689
4.0,Kuhny14,690
4.0,sportforconf,691
4.0,KaitlynRoot_,692
4.0,NewsomeWolvesFB,693
4.0,therese10101958,694
4.0,KristinaKuzmic,695
4.0,maryam_fcb,696
4.0,shauna_harless,697
4.0,ashleygomezzz05,698
4.0,_WildfireSports,699
4.0,hard_guy_,700
4.0,DanielJPoulter,701
4.0,yvngjunior_,702
4.0,SneakyJoeWGR,703
4.0,SGDerek_3,704
4.0,EMHSUT,705
4.0,GregorReynolds,706
4.0,DarekSharp,707
4.0,itsfaitthh,708
4.0,senbmckenzie,709
4.0,spreadinvestor,710
4.0,NPTSethButler,711
4.0,SassyMsViolet,712
4.0,highfieldlittle,713
4.0,MatthewFritzius,714
4.0,LeftyShamus,715
4.0,Warehouse_Ball,716
4.0,VisitWichita,717
4.0,biguzisosa,718
4.0,SheSheHampton,719
