Descending order of local infl score,user@mention,Rank
17.0,TheNavajoNinja,171
17.0,Morgan_Swoboda,172
17.0,TheAMSSM,173
17.0,katienolan,174
17.0,DowChemical,175
17.0,mewingwang,176
17.0,Sachartoff,177
17.0,SpecialO2018,178
17.0,DRFLivingston,179
17.0,NevilleSouthall,180
17.0,Tiger_Balm_US,181
16.0,DanCorey1011,182
16.0,BoogSciambi,183
16.0,DaltonWBKO,184
16.0,BecMajor,185
16.0,CityofVancouver,186
16.0,kmtwhelan,187
16.0,FaithNaff,188
15.5,MostafaMe4,189
15.25,beinsports_FR,190
15.0,Corewisp,191
15.0,Mac734Man,192
15.0,BrettHicksx86,193
15.0,KCJHoop,194
15.0,EdLatimore,195
15.0,SoccerGrlProbs,196
15.0,womenncri,197
15.0,webfashioner,198
15.0,howcomeyousmell,199
15.0,NadiaSinghNews,200
15.0,bet365,201
15.0,WillStewNeuro,202
14.25,Kate_ohalloran,203
14.0,WrstleLikeAGirl,204
14.0,82ndABNDiv,205
14.0,CoachWertz12,206
14.0,PatrickKarraker,207
14.0,KyleRancourt,208
14.0,KellyLevenda,209
14.0,Dave_Stubbs,210
14.0,garylfrancione,211
14.0,FanSince09,212
14.0,clarencehilljr,213
14.0,JT_Evans97,214
13.0,CoinWithHeart,215
13.0,zoecoronaa,216
13.0,imaplayerus,217
13.0,the_hindu,218
13.0,ProctorRails,219
13.0,ActorPeterNew,220
13.0,DavidHaleESPN,221
13.0,johncutlefish,222
13.0,RetroNewsNow,223
13.0,ShaneNPhillips,224
13.0,Scott_Schrader,225
13.0,heidimckmatron,226
12.666666666666666,greennomad61,227
12.5,usatodaysports,228
12.5,Cyclo_2k,229
12.0,fcsavibes,230
12.0,ErykBagshaw,231
12.0,bufnewspreptalk,232
12.0,Sandra_Sully,233
12.0,SBNationNFL,234
12.0,Rama4des,235
12.0,LGBTQwrestling,236
12.0,nebhsvolleyball,237
12.0,barryr33082845,238
12.0,vlazlo2020,239
12.0,BobbyFinsTalk,240
12.0,yuzuspiration,241
12.0,BadmintonEnglnd,242
12.0,drea_dehuete,243
12.0,KeithHuewen,244
12.0,Lowskii13,245
12.0,MarwayneSchool,246
11.666666666666666,ACMilanSydney,247
11.6,baseball_coach,248
11.5,amagylon,249
11.214285714285714,TokenStars,250
11.0,squarejuan,251
11.0,AlanZionist,252
11.0,sublimecoder,253
11.0,TRXtraining,254
11.0,MikeCoppinger,255
11.0,BaylorAthletics,256
11.0,brchastain,257
11.0,Gary5823,258
11.0,PureMind__,259
11.0,leegartner,260
11.0,RachelLeishman,261
11.0,spectatemadrid,262
11.0,CharleyCasserly,263
10.909090909090908,FOXSportsFL,264
10.5,chowdhuryrajib9,265
10.5,C4F1,266
10.0,AhmedMarsha,267
10.0,domoxtiger,268
10.0,SafeHavenLGBTQ,269
10.0,sportsdrzaf,270
10.0,StackSports,271
10.0,NayrmanBSC,272
10.0,DumoEgo,273
10.0,CCUIMSports,274
10.0,sergbarrientos,275
10.0,kodes03,276
10.0,kashthefuturist,277
10.0,holzer_tanya,278
10.0,BloodHorse,279
10.0,JenLouiseWilson,280
10.0,LaughWithUsBlog,281
10.0,WellingAcademy,282
10.0,CityOfFriscoTx,283
10.0,WSCV2017,284
10.0,EGAAUS,285
10.0,josepintoj,286
10.0,ben_damon,287
10.0,FloGymnastics,288
10.0,albertommoral,289
10.0,CannJack,290
10.0,FreemanrugbyJPN,291
10.0,clintonkowach,292
10.0,VisitCZ,293
10.0,Thegroz,294
10.0,SunlakeSoftball,295
10.0,daireking,296
10.0,jboyoutlaw,297
10.0,WMUR9,298
10.0,CinDayLAX,299
10.0,WestHam_Central,300
10.0,ProfAndySmith,301
10.0,Rick_Sports10,302
10.0,JillBMyers,303
9.0,warner_jene3,304
9.0,ClassicCars_com,305
9.0,nomifooty,306
9.0,just_Jimz,307
9.0,TheRealC_Los,308
9.0,ApexOnRacing,309
9.0,rachbarnhart,310
9.0,StXTigerSports,311
9.0,jacklstickney,312
9.0,jake_burns18,313
9.0,BritishGT,314
9.0,darthplaygues,315
9.0,DaAnsahonSports,316
9.0,StuarMurray,317
9.0,WeAreRampartAD,318
9.0,deniseshrivell,319
9.0,HarryAlford3,320
9.0,AnotherDanCohen,321
9.0,LydiaFaithfull,322
9.0,StCeciliasDerry,323
9.0,DodgersFdn,324
9.0,SleetmoorUtd,325
9.0,marychandler,326
9.0,LeShann,327
9.0,NCNewsSports,328
9.0,BohemianTennis,329
9.0,AmerHotRodFdn,330
9.0,jasonmohammad,331
9.0,CFCExtra,332
8.666666666666666,FoxSportsRadio,333
8.5,cubsportstan,334
8.5,TurfShowTimes,335
8.5,ClubMasodi,336
8.5,AFP_Sport,337
8.5,LCSBond2018,338
8.0,CelticNation67,339
8.0,JimWatsonOttawa,340
8.0,WVHSathletics,341
8.0,OSUCowboyGolf,342
8.0,giannadegeorge,343
8.0,minney_haley,344
8.0,putrawayan179,345
8.0,NWSTucson,346
8.0,KirstyDuncanMP,347
8.0,pckarma112,348
8.0,theseoldcars,349
8.0,Jaf3Joe,350
8.0,_Busdevpeep,351
8.0,mucoachdoug,352
8.0,dreamaskew,353
8.0,drdavebrooks,354
8.0,SportsingJim,355
8.0,MissLaliberte1,356
8.0,BlesscinBemigho,357
8.0,gusmears1905,358
8.0,AtlantaFalcons,359
8.0,wpsds,360
8.0,GoofyWise,361
8.0,Coach_BTaylor5,362
8.0,ccohanlon,363
8.0,young_gotti2,364
8.0,Empress_Poison_,365
8.0,mercedro,366
8.0,mln1959,367
8.0,SCarolinaJoe,368
8.0,therealknelson,369
8.0,ThinPlease_,370
8.0,SVUFootball,371
8.0,Billy_Shmurda,372
8.0,Fake_Buck,373
8.0,DylanNowak,374
8.0,BirtleyTFC,375
8.0,PureHockey,376
8.0,LEW18U_Oley,377
7.75,ROOTSPORTS_NW,378
7.75,Rehan_ulhaq,379
7.7272727272727275,ProspectComm,380
7.5,AllPassingThing,381
7.5,FLOWJamaica,382
7.333333333333333,steveedelsonapp,383
7.0,LFCTransferRoom,384
7.0,mcmejia15,385
7.0,RyanWrightRNG,386
7.0,coachbirdd,387
7.0,DrLynnPal1,388
7.0,SoarSuperEagles,389
7.0,JordanSlocum,390
7.0,tacomaschools,391
7.0,DevinKCBD,392
7.0,hale_smith,393
7.0,TrumpWaikiki,394
7.0,bbc5live,395
7.0,LFCroundup,396
7.0,TheLydiaCruz,397
7.0,980cj,398
7.0,Svntvnv23,399
7.0,ThomasFarre1,400
7.0,Adnan_Zaheer,401
7.0,GlosPolice_FCR,402
7.0,TheRyanAdams,403
7.0,Mohtall77,404
7.0,sepwrestling,405
7.0,imani_dp,406
7.0,BaltCoSunSports,407
7.0,AntTM93,408
7.0,ConferenceUSA,409
7.0,dirkchatelain,410
7.0,iameneji,411
7.0,sadgirlhour,412
7.0,kez_archer,413
7.0,madcote,414
7.0,zaidbenjamin,415
7.0,ThePacWest,416
7.0,DA_HAWAIIAN8027,417
7.0,bente2992,418
7.0,_QueenKimani,419
7.0,ejnsofi,420
7.0,jazzminkloos,421
7.0,wnhsmedia,422
7.0,jbooton,423
7.0,FabienKalalaCim,424
7.0,SOGR24606384,425
7.0,ARG_soccernews,426
7.0,KeuchelDBeard,427
7.0,Caped_Humor,428
7.0,msrmafia,429
7.0,clahanna,430
7.0,NelliesSk,431
7.0,brianacbelser,432
7.0,KSShrineBowl,433
7.0,Carrollisd,434
7.0,GrahamWindham,435
6.5,OOSNSW,436
6.0,nspimentel,437
6.0,ScottsdaleUSD,438
6.0,Decorouz_,439
6.0,channeltennews,440
6.0,CryptoGat,441
6.0,AlbionMBB,442
6.0,WillManso,443
6.0,TeamTurnpikeLax,444
6.0,bayani13,445
6.0,DiscoveryEd,446
6.0,TransferSite,447
6.0,JacquelineUWA,448
6.0,STREAM_XP,449
6.0,GuyHeveldt,450
6.0,SagesAthletics,451
6.0,GreaterGeelong,452
6.0,BHugh215,453
6.0,PCWULTRA,454
6.0,BTSOT7jinstan1,455
6.0,CSX,456
6.0,ZealousFoX,457
6.0,DCDownUnder,458
6.0,CanWarMuseum,459
6.0,welwynpegasusfc,460
6.0,LymeOntario,461
6.0,viaSportBC,462
6.0,SmilerSuperGirl,463
6.0,CircleTBird,464
6.0,GobleLikeNoble,465
6.0,WWECritics,466
6.0,s_prowse,467
6.0,trewerncp,468
6.0,handeyecoaches,469
6.0,BomisHawg,470
6.0,ConnorLovell,471
6.0,BORO_CoachCorey,472
6.0,Pantone294,473
6.0,23_jumi,474
6.0,autumnjoyce_,475
6.0,WVUblue_gold,476
6.0,NEASWrestling,477
6.0,HowardBeck,478
6.0,thecobbstar,479
6.0,corliss_bean,480
6.0,LoveBridgnorth,481
6.0,MGuzman_Detroit,482
6.0,matt_a56,483
6.0,swing_seam,484
6.0,NCAAVolleyball,485
6.0,WineMixers,486
6.0,FenstySports,487
6.0,CodyNesporSRU,488
6.0,PaulMayATL,489
6.0,CoHarris_Hoops,490
6.0,TechBBall,491
6.0,boasportsclub,492
6.0,jgast_uts,493
6.0,CST_soxvan,494
6.0,NFLAlumni,495
6.0,OhsnapItsJenni,496
6.0,eliteexposure_,497
6.0,Bigguccidaka,498
6.0,MLS,499
6.0,WatervoleySpain,500
6.0,UKinTunisia,501
6.0,the_iog,502
6.0,MouseRat_Fan,503
6.0,DeanPurdyC1,504
5.666666666666667,PulaskiYanks,505
5.6,eadgoc,506
5.5,KFor_Karl,507
5.5,ihmeyers,508
5.5,SmartState1,509
5.333333333333333,MNPrepSpotlight,510
5.333333333333333,sweeps4peeps,511
5.0,vlcoxart,512
5.0,Aya__Marie,513
5.0,mazdzer,514
5.0,trtworld,515
5.0,ringsau,516
5.0,PSGTalk,517
5.0,benmaller,518
5.0,greasy_jr,519
5.0,NC_DECA,520
5.0,Equarius_Bldstk,521
5.0,KoachElder,522
5.0,sport_wales,523
5.0,DogLovingDan,524
5.0,arupofficial14,525
5.0,Paendeooo,526
5.0,NCredible_Audio,527
5.0,HburgClinic,528
5.0,MariaAfsharian,529
5.0,Clement_Madrid_,530
5.0,SodSolutions,531
5.0,JayPaterno,532
5.0,TheLesterLee,533
5.0,CropOverHUB,534
5.0,JonathanFlippo,535
5.0,NEQuakesJonas,536
5.0,Elijvhsoliz,537
5.0,ItalyUN_NY,538
5.0,cfaAthletics,539
5.0,DrCGautrey,540
5.0,SamanthaSinger_,541
5.0,rachhaaaeeel,542
5.0,JHSAthletics,543
5.0,Nikki528,544
5.0,AbedoSimour,545
5.0,MalteseAnna,546
5.0,ayenoah__,547
5.0,MadeForPhilly,548
5.0,NewmarketLib,549
5.0,KuntaKutiKing,550
5.0,Scoremorefunds,551
5.0,profastpitch,552
5.0,USAStadium,553
5.0,superD3k,554
5.0,choptiludrop,555
5.0,Coach_Dorman,556
5.0,RedKnightAthlet,557
5.0,4Jschools,558
5.0,susanbackhouse,559
5.0,WarwickACS,560
5.0,shiyanming,561
5.0,alyson_pierce24,562
5.0,ziu_hkrsrtm,563
5.0,TeamILR,564
5.0,TheFliteCast,565
5.0,ConnerPrairie,566
5.0,SpartanRecruits,567
5.0,UWI_StAugustine,568
5.0,VisitIndiana,569
5.0,savejmpsoftball,570
5.0,CatholicRevivl,571
5.0,CRAVE_Guitars,572
5.0,aedison,573
5.0,MRobertsQLD,574
5.0,per_jacob_solli,575
5.0,damndestinee_,576
5.0,PrepHoopsKS,577
5.0,hollywoodsteveh,578
5.0,ppapoker,579
5.0,CSShowcase_LV,580
5.0,OKStateAlumni,581
5.0,AllGradSchools,582
5.0,ajsconnect,583
5.0,E_Still79,584
5.0,diabetesdaily,585
5.0,JacindaBunch,586
5.0,WINYRadio,587
5.0,trigonis30,588
5.0,KevinSchmiegel,589
5.0,DEpressON2,590
5.0,bcringette,591
5.0,NoMasChenkoo,592
5.0,announcerphil,593
5.0,NoonInKorea,594
5.0,SteveCaritas,595
5.0,Oatesspecialty,596
5.0,AndrewJMullen,597
5.0,CoachL1,598
5.0,FrappMocha,599
5.0,HighImpactFlix,600
5.0,ShockZ314,601
5.0,polevaultpower,602
5.0,ErgonomicDildo,603
5.0,BostonFire,604
5.0,DarrianTraynor,605
5.0,WishfulTH1NKin,606
5.0,LauraSugar1,607
5.0,KarismaLucatero,608
5.0,richard680news,609
5.0,ongnielau,610
5.0,postition,611
5.0,0utfitRepeater,612
5.0,SonofWashington,613
5.0,DeepSlant,614
4.928571428571429,SleekDeals,615
4.714285714285714,mmbroadway01,616
4.666666666666667,ScotlandSky,617
4.666666666666667,NitorisMedia,618
4.5,happyeggshaped,619
4.5,NewCastleNews,620
4.5,ACL_prevention,621
4.5,RussellOkung,622
4.333333333333333,langstonwertzjr,623
4.333333333333333,AaronBower,624
4.0,Saturday1400,625
4.0,joe02476,626
4.0,NJTags13,627
4.0,HowardxBloom,628
4.0,NovusOrdoWatch,629
4.0,WestpacStadium,630
4.0,sergioavila_4,631
4.0,2WheelTonio,632
4.0,_sashayed,633
4.0,LuckyLanceWins,634
4.0,ssigafoos,635
4.0,MidlandMencapUK,636
4.0,teamjantz,637
4.0,cgs_sports,638
4.0,SportsDiplomacy,639
4.0,SFY,640
4.0,mulvihill79,641
4.0,barrydempsey2,642
4.0,MemmettEmmett,643
4.0,HeavyweightRob,644
4.0,thepotatofarmer,645
4.0,CSAPrepStarWNY,646
4.0,all_right_Miami,647
4.0,Gingerwombat,648
4.0,ZukoQu,649
4.0,myouisen,650
4.0,AHobsonPowell,651
4.0,IAmBirmingham,652
4.0,BixbySportsMed,653
4.0,HollandWrestlin,654
4.0,CallDT,655
4.0,sheffREDSvBLUES,656
4.0,ShawsideJ,657
4.0,operationbless,658
4.0,MusclesMurphy,659
4.0,SpiritedThriftr,660
4.0,smoogymma,661
4.0,Al_Neal_STL,662
4.0,AnokaActivities,663
4.0,willardschools,664
4.0,drrobgilbert,665
4.0,MedwaySport,666
4.0,FannyanRashel,667
4.0,hichristineyeh,668
4.0,_caseyahyavi,669
4.0,COPSandKIDSca,670
4.0,GadgetFlow,671
4.0,TheAthleticSF,672
4.0,meganherrity,673
4.0,ButlerEagle,674
4.0,AspenInstSports,675
4.0,UTRecSports,676
4.0,Lily_Warrior,677
4.0,MountainsStars,678
4.0,the_moviebob,679
4.0,KweiksLive,680
4.0,arnav_nanga,681
4.0,SpencerMain,682
4.0,gotailwind,683
4.0,BrandonKravitz,684
4.0,hartlepool_ra,685
4.0,ARizzay,686
4.0,system_complex,687
4.0,TopHeavyweights,688
4.0,fightforsd,689
4.0,Coach_Kretz,690
4.0,KyleNewmanDP,691
4.0,lovecarindustry,692
4.0,ClarkDriveGFC1,693
4.0,albanyschools,694
4.0,tapiwapi,695
4.0,raydinc,696
4.0,Equestrian_Can,697
4.0,gayprojectcork,698
4.0,PhilasPhinestPC,699
4.0,CristinaNcl,700
4.0,DanburySprtDome,701
4.0,02Blas,702
4.0,HighInterestGuy,703
4.0,FourRedShoes,704
4.0,factingStrange,705
4.0,muhammadafzal19,706
4.0,TRatTVCC,707
4.0,_Finesse2x,708
4.0,YsletaISD,709
4.0,OlneyTigerTrack,710
4.0,SisiWananchi,711
4.0,rogerscup,712
4.0,SuaveFrancisco_,713
4.0,SBGWahoos,714
4.0,WCBballWolves,715
4.0,GGATXRealtor,716
4.0,GoDragonsAD,717
4.0,Mass_STEMHub,718
4.0,stmatthewsSW20,719
4.0,Nathaniel_Bott,720
4.0,HannahRosePratt,721
4.0,shoepick22,722
4.0,LionsAthletics,723
4.0,TrineUniversity,724
4.0,JennDouglas6,725
4.0,globalsportuva,726
4.0,traciskene,727
4.0,scfcsupporters,728
4.0,CAJeffrey,729
4.0,olawalesmd,730
4.0,TeamStreamAlex,731
4.0,EFCworldwide,732
4.0,InsideSoCalSpts,733
4.0,CharlesFrancess,734
4.0,NaphiSoc,735
4.0,SusieQ19622,736
4.0,MattForte22,737
4.0,Smerity,738
4.0,erinruberry,739
4.0,JBeonTheHill,740
4.0,Arch2O,741
4.0,MattGeorgeKHTK,742
4.0,SCHSsb,743
4.0,UTBasqueClub,744
4.0,TopshamWalking,745
4.0,noampao,746
4.0,DeanRosario,747
4.0,Lynnjo81,748
4.0,dgoodin24,749
4.0,hross03,750
4.0,garywood2003,751
4.0,YBB_HeadofLower,752
4.0,bigred_wbb,753
4.0,jazzyjones_,754
4.0,ashearnshaw,755
4.0,retroQPR,756
4.0,JemarreB,757
4.0,LeahYehudah_,758
4.0,Caleb_Scism,759
4.0,jetcoins,760
4.0,TriHealth,761
4.0,SportTheology,762
4.0,TP_Grant,763
4.0,_Shhyy,764
4.0,theogcamillion,765
4.0,kimmilyn,766
4.0,BASEBALLHHS,767
4.0,SachemArrowsLax,768
4.0,canucksautism,769
4.0,Hammy_juke14,770
4.0,NewtypeKazamura,771
4.0,tburns34,772
4.0,Mario_Molinari,773
4.0,RevDeuceWindham,774
4.0,GoodJobsFirst,775
4.0,shelleyabc13,776
4.0,LindaMarkss,777
4.0,WindsorGirlsFC,778
3.8,OumaimaBensaki1,779
3.6666666666666665,VeryTVuk,780
3.6666666666666665,MullyET,781
3.6666666666666665,ShopsRemarkable,782
3.5,CJOnline,783
3.5,Wise_Take,784
3.5,galluslass,785
3.5,eman_risso,786
3.5,RIIL_sports,787
3.5,ProfMikeTipton,788
3.5,DMRDynamics,789
3.5,sydneysportsinc,790
3.5,DominiqueFish,791
3.5,kfsnigeria,792
3.5,AmonzoGanttSr,793
3.5,slosssport,794
3.5,BSMBgolf2018,795
3.5,BradyRenardKPLC,796
3.5,SportsCarGlobal,797
3.3333333333333335,eliteshowcase,798
3.2,RocDevo,799
3.1666666666666665,Covers_Vegas,800
3.0,j_p_sexton,801
3.0,oldladydem,802
3.0,ynature84,803
3.0,steveshenbaum,804
3.0,WrexhamGrowth,805
3.0,dmightyangel,806
3.0,mo_shuues,807
3.0,A4CNebraska,808
3.0,antmbv,809
3.0,LPGA,810
3.0,RedMtSportsMed,811
3.0,evandaum,812
3.0,72ndBn,813
3.0,speedbob7,814
3.0,MatthewDillner,815
3.0,SniderHockey,816
3.0,PrimeTimeSportz,817
3.0,cruadin,818
3.0,RbiCru7,819
3.0,NBGX3Media,820
3.0,NYUNLMTD,821
3.0,RussellWright83,822
3.0,SBaySportsCards,823
3.0,mattkalish,824
3.0,MCS4Kids,825
3.0,j_lenard,826
3.0,sonikvilla,827
3.0,LegalKant,828
3.0,Giantkiller173,829
3.0,LizFreisen,830
3.0,meagmartindale,831
3.0,rian5ca,832
3.0,drmeinoz,833
3.0,ATTSeagull,834
3.0,BarryDavis_,835
3.0,osiris322,836
3.0,RonaldOClair,837
3.0,StonedPhillyFan,838
3.0,PhilGould15,839
3.0,HockeyM04345627,840
3.0,Chelsea_FCdaily,841
3.0,HBogart27,842
3.0,Dark_knightLafc,843
3.0,EnviroBlog_AU,844
3.0,TudorBidder1,845
3.0,NatalieRevolts,846
3.0,KrisDekkerMMA,847
3.0,FCN_Prime,848
3.0,my7on7,849
3.0,TheJeffGoldman,850
3.0,lizziemaughan,851
3.0,SteveVirgen,852
3.0,Plan_tanzania,853
3.0,mailliw,854
3.0,InTWO_DEep,855
3.0,dayumSpeed,856
3.0,JohnDugganSport,857
3.0,centuryvision,858
3.0,jasonmyrt,859
3.0,cowboytexas,860
3.0,liisa_za,861
3.0,NikkiHenningham,862
3.0,YouAreTheRef1,863
3.0,hurryhurryomaha,864
3.0,AVMag,865
3.0,AllanBell247,866
3.0,iabarnstormers,867
3.0,midlandmax,868
3.0,bedjosessien,869
3.0,aushandtherapy,870
3.0,lenofi,871
3.0,SeshieDela,872
3.0,SportsMaiden,873
3.0,MissEmmaOConnor,874
3.0,indigoace40,875
3.0,RosieDuffield1,876
3.0,Molly_Cate,877
3.0,MNKoshiro,878
3.0,BCSportsHall,879
3.0,imJuwuan,880
3.0,mseiden,881
3.0,CalgaryBroomba1,882
3.0,TrailwaysConf,883
3.0,DanMcGarvey,884
3.0,Johnsportslaw,885
3.0,Online_CDKeys,886
3.0,GeorgeCrotty,887
3.0,NickBromberg,888
3.0,MoeSquare,889
3.0,stargrazer99,890
3.0,PVSportAcademy,891
3.0,Teradata,892
3.0,choward_media,893
3.0,BigRiverX,894
3.0,sportsrapport,895
3.0,chronline,896
3.0,stjameshockey,897
3.0,GYCoMo,898
3.0,kendle__fire,899
3.0,globaltwit,900
3.0,SLCLacrosse,901
3.0,ChinuaKatchy,902
3.0,hinx,903
3.0,HyVeeArena,904
3.0,GirlSaratoga,905
3.0,_vfkids,906
3.0,KushAmerican,907
3.0,SportStPeters,908
3.0,HoudartUN,909
3.0,NortonLeron,910
3.0,BurkardtSkyler,911
3.0,KetchumPR,912
3.0,ElseMichell,913
3.0,richmonahan,914
3.0,GoonerGirl1969,915
3.0,ValpoULYMCrew,916
3.0,Shykittenxoxo,917
3.0,dwv1230,918
3.0,suzjdean,919
3.0,kimberly_wear,920
3.0,BillColitsas1,921
3.0,mcornell,922
3.0,MEPOSU,923
3.0,joshwells34,924
3.0,Logical1966,925
3.0,caudill_pam,926
3.0,susa_academy,927
3.0,QLMentoring,928
3.0,FeaturedSupps,929
3.0,SurreyTaiChi,930
3.0,KPLC7Sports,931
3.0,SSovacool55,932
3.0,almurait,933
3.0,UrBabyKate,934
3.0,DrRobertCollins,935
3.0,vrgamecritic,936
3.0,Drewadams910,937
3.0,RidethePinePod,938
3.0,Legallaw1,939
3.0,mjp360,940
3.0,DenzilNdlovu,941
3.0,BronxnetTV,942
3.0,katemcloughlin4,943
3.0,PTITHERAPY,944
3.0,GLGreyhounds,945
3.0,YoungOrphy,946
3.0,jpw7791,947
3.0,BobBallouSports,948
3.0,CoHockeyHub,949
3.0,GracefulGShop,950
3.0,TaylorMadeMark,951
3.0,mrdannyharvey,952
3.0,kazmord,953
3.0,HockeyEdmonton1,954
3.0,ClarkCountySch,955
3.0,stevensandor,956
3.0,real_sioser,957
3.0,MarylandMajors,958
3.0,JohnnyMacOps,959
3.0,AtlantaBlaze,960
3.0,NapervilleSun,961
3.0,KCGAC,962
3.0,MagnusFitness,963
3.0,postgrad_com,964
3.0,aahsactivities,965
3.0,sharingsalmon,966
3.0,theone01299,967
3.0,hoodboysmom,968
3.0,TheEnglandMan,969
3.0,AngusCouncil,970
3.0,CeoFounder,971
3.0,RyBROWNbeats,972
3.0,CarlsbadNMTrue,973
3.0,Mattison,974
3.0,AdvizeX,975
3.0,SAOldham,976
3.0,YouGotSnowd,977
3.0,L_A_Howell,978
3.0,BattleRapStats,979
3.0,AdComets,980
3.0,nsttc0207,981
3.0,richardcoventry,982
3.0,MaxCowan0,983
3.0,tourdedelta,984
3.0,paulsating,985
3.0,peterson_rick,986
3.0,filoumaoulida,987
3.0,Cycle_Specific,988
3.0,rosshardyyork,989
3.0,RichmondOval,990
3.0,Lazio_Land,991
3.0,JCretaro2,992
3.0,Justin_WSFA,993
3.0,vivaheaven92,994
3.0,JigglyJuggler,995
3.0,giantsprospects,996
3.0,DasherJaquan,997
3.0,simonshieldcars,998
3.0,p_zippers,999
3.0,TomTrumanYMCA,1000
3.0,mollsmont,1001
